ENGL|200|Ca|9780061120060;9780811202152;9780486264738
ENGL|200|Eb|9780679723165;9780393977868;9780393924282
ENGL|207|Aa|9781593761660;9780743487627;9780140280463
ENGL|210|Aa|9781551119670;9780345277602
ENGL|225|Ab|9780140714715;9780140714623;9780140714852;9780140714760
ENGL|242|Aa|9780312664800;9780312596248
ENGL|242|Ba|9780743273008;9781594483752;9780060878139;9780393926361
ENGL|242|D|9781551114514;9781551110981;9781551114613;9780199536498
ENGL|242|Eb|9781400078776;9780312280192;9780451530943;9780486289991
ENGL|283|Aa|9780393979206
ENGL|283|Cb|9780393979206
ENGL|284|A|9781582973517
ENGL|284|Fb|9780321277367
ENGL|284|G|9780205750344
ENGL|300|Aa|9780393927542;9780156030359;9780312243029;9780802140470
ENGL|310|A|9780195288773
ENGL|315|Aa|9780553213690;9781434101709;9780156628709;9780679720201
ENGL|318|Ab|9780679738985;9781573226066;9781555531584
ENGL|323|Aa|9780205606283
ENGL|335|Ab|9780140435382;9780521379175;9780486264783;9780486266886
ENGL|353|Aa|9780312664800;9780393927412
ENGL|355|Ab|9780918273826;9781400033416;9780143104919;9780140077025;9780060913076
ENGL|440|Aa|9780375703768
ENGL|477|A|9780451530936;9780451528827;9780451530974;9780590353427;9780253201737;9780064400558;9780140361216;9780451529305;9780451520883;9780451529756;9780451527745;9780451530141
ENGL|487|A|9781903663776;9780944571118;9780984178629
EPI|542|A|9780195305234
ESRM|320|Ab|9780077389567;9780073511702
ESRM|321|Aa|9780077389567;9780073511702;9780110021256;9780110021249
ESRM|491|Aa|9780870711855;9780870711985;9780870710940
ESS|100|Aa|9780072826951
ESS|101|Aa|9780131474642
ESS|101|Bb|9780131474642
ESS|400|A|9780471829027
EURO|111|A|9789608464124;9789608464117;9789608464087
EURO|112|Aa|9789608464124;9789608464117;9789608464087
FIN|350|A|9780132735131
FIN|423|A|9780073530758;9780077316075
FIN|453|A|9780471283324
FISH|250|A|9780805345827
FRENCH|101|Aa,Ba|9780558785871
FRENCH|102|Ab,Bb|9780558785871
FRENCH|103|Aa|9780558785871
FRENCH|134|A-D|9780558785871
FRENCH|201|Aa|9780558312725
FRENCH|202|Bb|9780558312725
FRENCH|203|Aa|9780558312725;9781585101535
FRENCH|301|Aa,Ba|9782070387731;9780558307431;9781428231238;9780495950851
FRENCH|302|Ab,Bb|9780558307431;9781428231238;9782070336760;9780495950851
FRENCH|303|Aa|9781428231238;9780495950851
FRENCH|499|A|9782070329533;9782020932660;9782253113751;9780307276759;9780231141031;9780195305036
GENOME|361|A|9781934931400
GEOG|315|Ab|9781111179298;9780495812241
GEOG|326|A|9781577666332
GEOG|360|Ab|9780077293321;9780971764729
GEOG|370|Aa|9781586486693;9780136044352;9780521747813;9780393337198;9780525951810;9780132403566;9780132365963
GERMAN|100|A,B|9780077299507
GERMAN|103|Aa|9780077299507
GERMAN|121|Aa|9780820467597
GERMAN|122|Ab|9780820467597
GERMAN|201|Aa|9781413008807
GERMAN|497|Aa|9781931243483;9780140446012;9780110021201;9780881335743
GH|572|A|9780119989151
GREEK|300|Aa|9780823216635
GREEK|301|Bb|9780823216635
GREEK|461|A|9780521436366
HCDE|231|A-E|9780110021263;9780135063965;9780135065884
HCDE|333|A-D|9780110021270;9780073103679
HCDE|417|A|9780470018668
HCDE|509|A|9780205616718
HCDE|598|Aa|9780811868310
HEBR|401|A|9780553592238;9788081700750
HIHIM|407|A|9780803620537;9781437708875
HIHIM|409|A|9780763765910
HIHIM|450|A|9780071496063;9780763784584
HIHIM|470|A|9781567939576
HIST|161|A|9780813343884
HIST|209|Aa|9780205667833;9780136028321;9780142437308
HIST|225|Ab|9780195338195;9780072843514
HIST|261|A|9780748606306
HIST|388|A|9780876781159;9780295956886;9780312208295;9780295976457
HIST|498|A|9780143118862;9780674018266;9780618919819;9780300102604;9780553385243
HONORS|230|Aa|9780195128109
HSERV|508|A|9780763780432
HSTAA|101|A|9780743296281;9780814751473;9781563244407;9780674019300
HSTAA|185|Ab|9780822322917;9780195143959;9780679755258;9780451531087
HSTAA|225|Aa|9780375713309;9780674030688
HSTAA|230|A|9781558850125;9780226041391;9780674013728
HSTAA|371|A|9780300158489;9780691140681;9780674057227;9780205309023;9780375707377
HSTAA|411|Ab|9780195168952;9780813921044
HSTAM|312|A|9780140449488;9780195118766;9780140441451;9780801850714;9780140443622
HSTAM|333|Aa|9780415341509;9780521319232;9780140424386;9780199535699;9780142437223
HSTAS|211|Ab|9789622093959;9780394722740;9780521124331;9780029087527
HSTAS|221|A|9780472068043;9780521759151;9780822344247
HSTAS|454|Ab|9780804750691;9780393973518;9780393973723
HSTEU|422|Ab|9780199244140;9780226069500
IBUS|300|Ab|9781111546359;9781439042243;9780324360738;9780324766684
IBUS|300|B|9781111546359;9781439042243;9780324360738;9780324766684
ICEL|150|A|9789979853183;9789979956709
INDE|250|A|9780136118534;9780136118480
INDE|315|A,B|9780470053041
INDE|351|A|9780131837362;9780963617880
INFO|498|B,D|9780470174623;9780470529393;9780470124741
IS|300|A|9780136078463;9780110020006;9780136078951
ITAL|101|Aa|9781133261285
ITAL|102|Bb|9781133261285
ITAL|134|A,B,D|9781133261285
ITAL|234|A-C|9780077283285;9780073274355;9780073535272;9780077286125
ITAL|334|A|9788845902888
